type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,encoded_type,cluster,wine_type
,6.171257165885311,0.6636309412014846,0.10764610694504968,5.507846310183168,0.06886949786251646,22.53562513137794,59.79662940634502,0.9976956926203663,3.4064051229938945,0.4943795080244224,9.495436470671615,3,0,1,Other
,6.87135692421438,0.8092651157116342,0.03285176931607849,3.470730011090204,0.0797135692421438,4.714823068392151,12.856784621071899,0.9968910560059148,3.485741153419607,0.5828768458410456,10.057098077633986,3,0,1,Off-Dry
,6.776717138034317,0.6756111481622511,0.07753785352573793,3.564494174789296,0.07032828619656828,7.91792845085793,22.35681363463283,0.9955588764563027,3.490544218023404,0.5858876456302676,10.24727890988298,3,0,1,Off-Dry
,6.756293981676255,0.6980766201561197,0.06222048625719118,3.0947615785538627,0.07237060183237451,7.407349541906372,19.59968752629441,0.9956763096053616,3.5063721642009025,0.5976309605361534,10.168139178995487,3,0,1,Other
,7.1,0.44409208648177123,0.2596308768467059,9.814976471435338,0.04783793118053682,13.093338514841395,54.37335405936558,0.9946793213311534,3.2757742952019524,0.42683072140146405,11.20933385148414,3,0,4,Other
,7.005459544651983,0.8478196190874453,0.04290946584889878,4.778230560356842,0.08105459544651984,3.709053415110122,13.527297723259919,0.9975883896321903,3.435452670755506,0.5459986252207045,10.14091221540749,3,0,1,Off-Dry
,7.1,0.5364205015601788,0.2147143505923454,8.933281696812706,0.05515766138495112,10.93069095444626,45.72276381778504,0.9954079672015019,3.302391495945277,0.4467936219589576,10.993069095444625,3,0,4,Other
,5.404806461662396,0.4891973326542005,0.15521890927612714,5.34927030241291,0.05803347066488215,38.65751925468753,97.59057792492322,0.9973785406048258,3.4116909899195695,0.4732360403217213,8.913991108847334,3,0,1,Other
,4.893427601915537,0.3728145576773291,0.1869596660880012,5.243467779706663,0.05080363161328863,49.41410906315595,122.8068458365787,0.9971669355594133,3.4152177406764443,0.4591290372942217,8.526048525591097,3,0,4,Other
,7.030270418963312,0.39670253914035647,0.2677028142224842,9.396219636156182,0.04497295810366877,14.256760474082807,56.586506560047155,0.994100945090961,3.294040425303433,0.44009450909609543,11.229797873482834,3,0,4,Other
,7.1,0.70197033890953,0.13417659188185033,7.352355322125209,0.06828233317480958,7.052947016533533,30.211788066134133,0.9967144686205833,3.350117575181126,0.4825881813858443,10.605294701653353,3,0,1,Other
,7.037139437520507,0.8569275882871457,0.045285457814038,5.08710951582494,0.08137139437520508,3.4714542185962003,13.685697187602534,0.9977531250751066,3.4235727109298097,0.5372866546818607,10.160712148450315,3,0,1,Off-Dry
,6.940056505651594,0.314208942446006,0.31503623638229084,10.674597718394622,0.038165458787256974,18.647340596111547,71.01891654679481,0.9938753863144925,3.2499275272354184,0.4022061171634263,11.3069647482002,3,1,4,Other
,6.870430222076033,0.8089986888468594,0.03278226665570247,3.4616946652413203,0.07970430222076033,4.721773334429754,12.852151110380165,0.9968862371547954,3.4860886667214874,0.583131688929091,10.05651888879752,3,0,1,Off-Dry
,6.735689392792566,0.7207416679281775,0.04676704459442445,2.6208560342290164,0.0744310607207434,6.892234819814148,16.8180680269964,0.9957947859914428,3.522340720585761,0.6094785991442746,10.088296397071192,3,0,1,Other
,7.1,0.6173950710416987,0.17532131679052496,8.16001103329549,0.06157726689339593,9.033989326951202,38.13595730780481,0.9960470097498426,3.3257355159759854,0.4643016369819889,10.80339893269512,3,0,1,Other
,6.802003553978964,0.7893260217689522,0.027650266548422304,2.7945346512948994,0.07902003553978965,5.234973345157769,12.51001776989482,0.9965304184806906,3.5117486672578884,0.6019490226557849,10.013752221236851,3,0,1,Other
,4.674632611635833,0.23218497386957326,0.24472997760249138,6.065631865052213,0.040509000746583625,56.14401194533793,142.10635597970315,0.9963595407913787,3.390540044795017,0.4334533432877816,8.57283246231911,3,1,4,Other
,7.1,0.396964413995187,0.2825578526509901,10.265024515000917,0.044101683271690506,14.197229942455078,58.78891976982031,0.9943073948347728,3.2621879391697837,0.4166409543773378,11.319722994245508,3,0,4,Other
,5.5996732852391595,0.26567782584486616,0.2734381364384567,7.94761116652105,0.03955206211871811,40.832993899489765,113.07921760111601,0.9953451858458412,3.3331237271230867,0.4206941615829082,9.689260861495537,3,1,4,Other
,7.1,0.6239986896827319,0.17210874555975209,8.096949449876615,0.062100797019892254,8.879309971395472,37.51723988558189,0.9960991247942529,3.3276392618905173,0.465729446417888,10.787930997139547,3,0,1,Other
,6.920003553522881,0.5179960911248307,0.18500266514216093,6.860081731026268,0.05599964464771187,11.500088838072031,41.70047972558897,0.9947349795672434,3.379497246019767,0.5034979567243433,10.802513769901164,3,0,1,Other
,7.1,0.6873375468242249,0.14129524749091765,7.492091895192087,0.06712225596444306,7.395697101414553,31.582788405658214,0.9965989882073696,3.3458991125979747,0.4794243344484811,10.639569710141455,3,0,1,Other
,7.1,0.4657315528514486,0.2491035688830791,9.608329315112293,0.04955349247831304,12.58646813140751,52.34587252563004,0.9948500976603412,3.2820126999211383,0.43150952494085376,11.15864681314075,3,0,4,Other
,6.780763132041177,0.6711605547547048,0.08057234903088312,3.6575520369470826,0.06992368679588226,8.019078301029436,22.903022825558956,0.9955356119907632,3.4874085726680875,0.583561199076323,10.262957136659562,3,0,1,Off-Dry
,7.1,0.5162631672362195,0.22452062134454193,9.125775159726192,0.05355960244755613,11.402844731403869,47.611378925615476,0.9952488876981885,3.296580372536568,0.44243527940242583,11.040284473140387,3,0,4,Other
,7.03919399762149,0.8611613925621322,0.05377416566487303,5.687419447783757,0.08114032893189004,4.279022808651412,16.998364944871355,0.9980548388955675,3.4004193517405414,0.5183225930378342,10.15387130854044,3,0,1,Other
,7.1,0.7914369250568634,0.09065230672909347,6.497989724682205,0.07537517964414774,4.957333286956352,21.82933314782541,0.9974205292463947,3.3759097441605372,0.5019323081204029,10.395733328695634,3,0,1,Other
,6.133261569681856,0.6549836675827673,0.11000445429560894,5.49998515234797,0.06833231874377797,23.334842844623026,61.67020535706709,0.9976799703046959,3.406667161588401,0.493331353646396,9.46661222527589,3,0,1,Other
,6.726790567007066,0.7305303762922278,0.04009292525529924,2.41618304116251,0.07532094329929344,6.669764175176642,15.616726545953863,0.9958459542397093,3.529237310569524,0.6145954239709372,10.053813447152379,3,0,1,Other
,6.890277984175277,0.8147049204503922,0.03427084881314578,3.6552103457089515,0.07990277984175277,4.572915118685422,12.951389920876386,0.9969894455177114,3.478645755934271,0.5776735543517988,10.068923740109547,3,0,1,Off-Dry
,7.1,0.38167559398623163,0.2899956569796711,10.41102585923058,0.04288959664034989,14.555346447169349,60.221385788677395,0.9941867371201076,3.2577803514194543,0.41333526356459066,11.355534644716935,3,0,4,Other
,6.600297665544295,0.3019073292697072,0.3044919965168919,9.983364216107358,0.038516933449436935,24.27093519099099,81.68031463292043,0.9942479494564032,3.2710160069662164,0.4068924459924925,10.896910975656906,3,1,4,Other
,7.1,0.6441201150122912,0.16231994404807454,7.904798901684426,0.06369600911809156,8.407997306018405,35.63198922407362,0.9962579209076645,3.3334400331566965,0.47008002486752243,10.74079973060184,3,0,1,Other
,5.524581926809689,0.5164565764463431,0.14778457006008827,5.374051433133039,0.05972684793075768,36.138104298141016,91.68440843662566,0.997428102866266,3.4108649522288985,0.47654019108440526,9.004855254821143,3,0,1,Other
,6.44920694670532,0.7268884775260384,0.09039405158380776,5.565353161387308,0.07279913269479935,16.68909525895706,46.09082986935836,0.9978107063227746,3.4044882279537565,0.5020470881849743,9.706294925086794,3,0,1,Other
,7.1,0.3432351826901047,0.30869639761021933,10.77811447160801,0.03984206853759389,15.45575247752908,63.82300991011632,0.9938833695498787,3.2466984310457963,0.405023823284347,11.445575247752908,3,0,4,Other
,7.1,0.8153526606978365,0.07901762452537685,6.269605222164805,0.07727120192919786,4.397144884555181,19.588579538220724,0.9976092696465884,3.3828043706516286,0.5071032779887215,10.339714488455517,3,0,1,Other
,6.986802600188979,0.8424557475543317,0.041510195014173495,4.5963253518425535,0.0808680260018898,3.848980498582651,13.4340130009449,0.9974913735209827,3.4424490249291324,0.5511292849480306,10.129251625118112,3,0,1,Off-Dry
,6.900138331146905,0.817539770204735,0.035010374836017835,3.751348728682318,0.08000138331146904,4.498962516398217,13.000691655734522,0.9970407193219639,3.474948125819911,0.5749619589346013,10.075086456966815,3,0,1,Off-Dry
,7.1,0.3328629078125823,0.3137423691722573,10.877165024492458,0.03901976206081733,15.698706663849425,64.7948266553977,0.9938015126778723,3.2437082256756997,0.40278116925677454,11.469870666384942,3,0,4,Other
,6.8015620102381344,0.8070796299162651,0.06852373729556407,5.638254209014787,0.07778070428267708,9.277488750163378,28.716080184809243,0.9979565084180295,3.40205819303284,0.5117672278686383,9.97359876638755,3,0,1,Off-Dry
,6.762383149855775,0.7779351555835352,0.024678736239183083,2.408235711093801,0.07862383149855774,5.532126376081692,12.311915749278873,0.99632439237925,3.5266063188040846,0.612844633789662,9.988989468659858,3,0,1,Other
,6.844146782822578,0.801442200061491,0.030811008711693306,3.20543113252013,0.07944146782822578,4.918899128830669,12.720733914112888,0.9967495632706774,3.4959449564415332,0.5903596347237913,10.04009173926411,3,0,1,Off-Dry
,6.725545146619385,0.30644215186035706,0.3083789873088775,10.238178056915302,0.03838736708970408,22.197873435265336,77.7501350543572,0.9941106091150863,3.263242025382245,0.4051648945293878,11.048071728678568,3,1,4,Other
,6.997751127674622,0.43247375955791506,0.24331334575596697,8.64827593651632,0.04822488723253773,13.443778191865567,52.19640223607406,0.994287931015871,3.3192428760521677,0.45879310158709197,11.103785619739163,3,0,4,Other
,4.692511490511793,0.23283231258749593,0.24528483936071083,6.10200613586882,0.04049050535464298,55.848085674287574,141.54532909083684,0.9963399356759215,3.3894303212785784,0.4332067380619063,8.594410419583198,3,1,4,Other
,7.002286114458795,0.8469072579069037,0.04267145858440965,4.747289615973254,0.08102286114458795,3.7328541415590353,13.511430572293976,0.9975718877951857,3.4366427070779517,0.5468713185238313,10.138928821536746,3,0,1,Off-Dry
,5.77333363106684,0.27196552802138557,0.27882759544690194,8.30092014596357,0.03937241348510327,37.958615761652304,107.62987571479917,0.9951547582942095,3.3223448091061965,0.4182988464680436,9.898850934046186,3,1,4,Other
,6.776814956378048,0.7820842999586888,0.025761121728353584,2.5489458246859655,0.07876814956378048,5.423887827164641,12.384074781890238,0.9963994377731659,3.521194391358232,0.6088758869960369,9.998009347736279,3,0,1,Other
,6.047428116343277,0.2818896386951876,0.28733397602444655,8.858560650491494,0.03908886746585178,33.42187945362851,99.02897979750406,0.9948541995138029,3.305332047951107,0.4145182328780238,10.229654623172921,3,1,4,Other
,5.791588173465074,0.27262646834959753,0.2793941157282264,8.338058697739289,0.03935352947572578,37.656471611612574,107.05706076368216,0.9951347412442694,3.3212117685435474,0.4180470596763438,9.920882278319917,3,1,4,Other
,6.421995399723504,0.7206955047646596,0.09208304415509286,5.55972318614969,0.07241441772022886,17.261476074781463,47.43264063432376,0.9977994463722993,3.40467589379501,0.5012964248199587,9.685651682548865,3,0,1,Other
,7.099222082338531,0.31997183401570545,0.3199758577277475,10.998417339930114,0.03800080474240841,16.012875878534658,66.02441051972195,0.993700853026953,3.240048284544505,0.4000107298987789,11.499061133856848,3,1,4,Other
,5.08653050824225,0.24709851840187455,0.25751301577303537,6.903631034010094,0.04008289947423216,49.32639158771449,129.1812840517087,0.995907873442686,3.3649739684539295,0.4277719929897621,9.069950613395818,3,1,4,Other
,7.1,0.658723335391528,0.15521567467439173,7.765344725089912,0.06485374190491394,8.065939891729974,34.263759566919894,0.996373167944171,3.3376499705633234,0.4732374779224926,10.706593989172998,3,0,1,Other
,6.838109552352549,0.6080794924121962,0.12358216426441167,4.976519704108624,0.06418904476474512,9.452738808813722,30.6447895675941,0.9952058700739729,3.4429650969267747,0.5505870073972844,10.485174515366127,3,0,1,Off-Dry
,6.912722115056196,0.8211576080786565,0.035954158629214736,3.874040621797916,0.08012722115056196,4.404584137078526,13.063610575280983,0.9971061549982922,3.470229206853926,0.5715014183595459,10.082951321910123,3,0,1,Off-Dry
,7.1,0.5249005101094766,0.2203186707575519,9.043292425981575,0.05424436476543598,11.200528592030278,46.80211436812111,0.9953170526743775,3.299070417328858,0.4443028129966436,11.020052859203027,3,0,4,Other
,7.0422983537607164,0.858410776706206,0.04567237653205376,5.137408949166988,0.08142298353760717,3.4327623467946244,13.711491768803583,0.9977799514395557,3.421638117339731,0.5358679527158029,10.163936471100447,3,0,1,Off-Dry
,6.9263442297443945,0.5110213472811662,0.18975817230829573,7.005917284121069,0.05536557702556057,11.658605743609858,42.55647101549323,0.9946985206789698,3.3745832219480945,0.4998520678969733,10.827083890259528,3,0,1,Other
,7.1,0.5925832333302408,0.187391940542045,8.39695290693644,0.05961020228203711,9.615167507579944,40.460670030319775,0.9958511974089846,3.3185825537528624,0.4589369153146467,10.861516750757994,3,0,1,Other
,7.1,0.7753954319680226,0.09845627633988091,6.651178757782848,0.0741034216335009,5.333079971920191,23.332319887680764,0.9972939315171531,3.371285169576367,0.4984638771822752,10.433307997192019,3,0,1,Other
,7.1,0.419418817885078,0.2716340885964486,10.050595072448806,0.0458818522287269,13.671270932421598,56.68508372968639,0.9944846025627687,3.2686612808317346,0.4214959606238007,11.26712709324216,3,0,4,Other
,6.8522137224034445,0.5925649053562108,0.1341602918025836,5.30091561527923,0.06277862775965552,9.80534306008612,32.54885252446505,0.9951247710961802,3.4320343651373304,0.5424771096180192,10.539828174313348,3,0,1,Off-Dry
,7.1,0.36194865296649814,0.2995925472054874,10.599409259959568,0.04132565897392057,15.017418939523466,62.069675758093865,0.9940310542342221,3.252093305359711,0.4090699790197834,11.401741893952346,3,0,4,Other
,6.975737723746622,0.4566885038787153,0.22680329280996686,8.141967646172317,0.05042622762533775,12.893443093665562,49.22459270579404,0.994414508088457,3.3363032640963675,0.4714508088456921,11.018483679518162,3,0,4,Other
,4.817668867181313,0.2373638727772544,0.2491690338090752,6.356636660817152,0.04036103220636416,53.77651530182656,137.6179769263795,0.996202694138746,3.3816619323818498,0.4314804294181888,8.74546242590848,3,1,4,Other
,6.679081473016729,0.30475984643681264,0.30693701123155365,10.143648514068516,0.03843543295894821,22.966927343171378,79.20813308809575,0.9941615589364852,3.266125977536893,0.4058057727859762,10.991994881227086,3,1,4,Other
,6.763637463648122,0.778295770798835,0.02477280977360915,2.4204652705691894,0.07863637463648122,5.522719022639086,12.31818731824061,0.9963309148109702,3.526135951131954,0.6124996974967665,9.989773414780075,3,0,1,Other
,6.9841638416439045,0.4474197741917044,0.23312288123292885,8.335768357809817,0.04958361583560949,13.104096041097627,50.36211862192719,0.9943660579105476,3.329773022725974,0.4666057910547546,11.051134886370132,3,0,4,Other
,7.1,0.842685791029202,0.0657204259857936,6.0085861397211335,0.07943815280231512,3.756909399315988,17.02763759726395,0.9978249797562304,3.3906841920084188,0.5130131440063139,10.275690939931598,3,0,1,Other
,5.625889463404817,0.2666270322956916,0.2742517419677357,8.000947528996008,0.03952494193440881,40.39907095054096,112.25657201040056,0.9953164384504734,3.3314965160645285,0.4203325591254508,9.720901076523056,3,1,4,Other
,6.875672853477258,0.5667598611750161,0.15175464010794357,5.840475629976936,0.06043271465227419,10.391821336931454,35.71583521942985,0.9949898810925057,3.413853538555125,0.5289881092505766,10.630732307224374,3,0,1,Other
